scaffold	start	end	mid	sites	lnL
scaffold_7	2977	37696	20542	100	-12099.57126
scaffold_7	38439	80912	62198	100	-9924.76657
scaffold_7	81252	102914	94554	100	-14775.02585
scaffold_7	103127	128633	114351	100	-17552.92496
scaffold_7	129099	146166	140645	100	-12134.13853
scaffold_7	146220	157220	151858	100	-8357.14705
scaffold_7	157235	163732	159758	100	NA
scaffold_7	163973	187070	179420	100	-9163.04055
scaffold_7	187079	194763	191463	100	-11099.96859
scaffold_7	198158	207490	202660	100	-13732.26232
scaffold_7	207505	225271	215634	100	-13255.67820
scaffold_7	225313	245425	234222	100	-6017.71401
scaffold_7	245431	270077	261621	100	-9292.59502
scaffold_7	270155	302570	283532	100	-18042.87137
scaffold_7	302594	325494	313119	100	-16365.92945
scaffold_7	325524	347064	338459	100	-13576.16017
scaffold_7	347244	371017	361295	100	-11197.54455
scaffold_7	371023	417513	393459	100	-16224.45196
scaffold_7	417561	441448	430356	100	-14835.33658
scaffold_7	441596	464130	455620	100	-16679.66356
scaffold_7	464133	485152	475512	100	-13002.97244
scaffold_7	485182	506060	495755	100	-14482.61739
scaffold_7	506084	545816	527185	100	-18161.50903
scaffold_7	545825	586664	570696	100	-13755.61022
scaffold_7	586763	613300	605761	100	-19765.63715
scaffold_7	613351	661347	651378	100	-10298.97878
scaffold_7	661428	691359	677250	100	-13469.67565
scaffold_7	691389	714398	704146	100	-18465.24983
scaffold_7	714410	734210	725359	100	-14111.33509
scaffold_7	734300	778518	755990	100	-14811.03756
scaffold_7	778660	794297	785973	100	-16215.18832
scaffold_7	794306	816530	808744	100	-19271.59463
scaffold_7	816572	850058	826057	100	-14802.46669
scaffold_7	850079	864339	857282	100	-19153.73619
scaffold_7	864352	885198	875027	100	-15665.89908
scaffold_7	885252	928729	913447	100	-20565.91158
scaffold_7	928735	956043	945140	100	-17808.49193
scaffold_7	956190	971863	965682	100	-17933.77823
scaffold_7	971899	983119	977602	100	-18996.38550
scaffold_7	983149	1009287	990329	100	-8101.82121
scaffold_7	1009293	1029561	1019652	100	-15281.51024
scaffold_7	1029564	1054675	1039116	100	-17783.89602
scaffold_7	1054711	1071177	1059935	100	-14396.19769
scaffold_7	1071183	1113705	1100441	100	-10266.63747
scaffold_7	1113834	1151421	1133734	100	-13880.07176
scaffold_7	1151469	1180270	1170355	100	-15458.74876
scaffold_7	1180342	1217397	1195630	100	-18929.63894
scaffold_7	1217418	1249979	1235809	100	-14481.52265
scaffold_7	1249985	1270584	1258802	100	-12861.21498
scaffold_7	1270662	1304737	1288205	100	-16184.07585
scaffold_7	1304743	1316620	1309854	100	-10195.26383
scaffold_7	1316635	1341144	1326732	100	-14963.22672
scaffold_7	1341168	1367548	1356886	100	-18060.41426
scaffold_7	1367602	1390704	1381192	100	-11172.94661
scaffold_7	1390716	1405629	1399401	100	-14693.52046
scaffold_7	1405632	1435819	1423474	100	-17633.11740
scaffold_7	1436362	1478055	1455825	100	-10133.85875
scaffold_7	1478094	1495964	1486085	100	-20408.99221
scaffold_7	1495967	1524163	1511136	100	-15749.66984
scaffold_7	1524181	1539921	1531703	100	-16839.52785
scaffold_7	1539969	1576853	1566225	100	-17524.14658
scaffold_7	1576949	1596181	1584771	100	-17729.97858
scaffold_7	1596280	1610809	1604939	100	-18275.31548
scaffold_7	1610815	1646813	1628548	100	-11504.19677
scaffold_7	1646831	1660575	1652396	100	-8042.47016
scaffold_7	1660581	1680866	1669238	100	-15297.53008
scaffold_7	1680872	1706321	1691298	100	-21759.97073
scaffold_7	1706342	1725163	1716638	100	-13745.24759
scaffold_7	1725166	1740494	1733837	100	-16959.71047
scaffold_7	1744339	1765053	1754308	100	-14723.42850
scaffold_7	1765164	1802191	1784066	100	-11063.59355
scaffold_7	1802314	1820767	1811952	100	-15344.66750
scaffold_7	1820776	1836938	1829129	100	-15809.94236
scaffold_7	1837102	1856780	1846780	100	-20042.02645
scaffold_7	1856786	1890774	1880974	100	-17951.86897
scaffold_7	1895812	1915610	1905236	100	-12451.67736
scaffold_7	1921437	1951248	1944284	100	-16801.95213
scaffold_7	1951251	1992319	1967512	100	-19425.24719
scaffold_7	1992346	2041780	2020038	100	-12084.90329
scaffold_7	2042284	2059968	2054967	100	-14887.38916
scaffold_7	2059977	2066416	2062972	100	-12674.65073
scaffold_7	2066434	2085987	2074961	100	-16932.62238
scaffold_7	2085999	2118945	2104395	100	-18339.82472
scaffold_7	2118960	2167251	2144894	100	-13867.38408
scaffold_7	2167442	2185851	2176470	100	-10251.47410
scaffold_7	2185869	2206955	2197127	100	-19795.69879
scaffold_7	2207090	2234352	2219892	100	-17050.62233
scaffold_7	2234385	2250594	2239770	100	-15288.84244
scaffold_7	2250804	2274882	2259202	100	-15961.30167
scaffold_7	2276996	2303223	2285096	100	-16638.96352
scaffold_7	2303229	2323155	2315266	100	-17785.22386
scaffold_7	2323158	2342212	2334064	100	-15589.46504
scaffold_7	2342251	2364500	2348912	100	-12220.89770
scaffold_7	2364509	2378520	2371759	100	-19658.09768
scaffold_7	2379087	2399993	2389630	100	-17608.19199
scaffold_7	2400041	2434115	2415899	100	-19126.49276
scaffold_7	2434232	2462812	2442500	100	-17050.55702
scaffold_7	2462860	2479553	2471874	100	-14633.61273
scaffold_7	2479724	2487901	2484565	100	-10921.08434
scaffold_7	2487955	2509801	2495251	100	-15744.65361
scaffold_7	2509867	2549099	2534514	100	-22326.05508
scaffold_7	2549123	2564582	2559236	100	-16459.23182
scaffold_7	2564600	2587131	2573226	100	-19962.02342
scaffold_7	2587197	2601737	2591443	100	-15458.84088
scaffold_7	2601752	2615008	2607430	100	-15543.43276
scaffold_7	2615017	2660728	2635739	100	-16789.17372
scaffold_7	2660764	2682438	2670830	100	-20185.51316
scaffold_7	2682728	2732616	2709943	100	-18226.32467
